Form-Nr.	Name	Klasse	Ausbildungsgang	WP	Typ	1. Wahl	2. Wahl	3. Wahl	4. Wahl	WM	Relevant	Status	Zugewiesen	F.	F. Dat.	Bemerkung A.	Bemerkung S.	Zeit	Optionen	E-Mail
17545	student242	class08	Gym-W	BG	GL	GL04	GL08	GL10	GL09	0	GL04	Anmeldung abgeschlossen		Nein			-	05.11.2025 07:19		no.mail
17446	student247	class08	Gym-S	BG	GL	GL21	GL12	GL17	GL18	0	GL21	Anmeldung abgeschlossen		Nein			-	01.11.2025 13:36		no.mail
17531	student262	class08	Gym-S	BG	GL	GL01	GL15	GL05	GL04	0	GL01	Anmeldung abgeschlossen		Nein			-	04.11.2025 11:08		no.mail
17534	student286	class08	Gym-W	BG	GL	GL10	GL09	GL04	GL11	0	GL10	Anmeldung abgeschlossen		Nein			-	04.11.2025 11:11		no.mail
17666	student290	class08	Gym-W	BG	GL	GL10	GL05	GL09	GL04	0	GL10	Anmeldung abgeschlossen		Nein			-	11.11.2025 13:57		no.mail
17513	student022	class09	Gym-G	MU	GL	GL12	GL11	GL16	GL15	0	GL12	Anmeldung abgeschlossen		Nein			-	03.11.2025 16:55		no.mail
17593	student029	class09	Gym-G	MU	GL	GL10	GL09	GL18	GL16	0	GL10	Anmeldung abgeschlossen		Nein			-	06.11.2025 08:32		no.mail
17578	student033	class09	Gym-G	MU	GL	GL12	GL13	GL20	GL21	0	GL12	Anmeldung abgeschlossen		Nein			-	05.11.2025 16:34		no.mail
17690	student035	class09	Gym-G	MU	GL	GL16	GL12	GL13	GL07	0	GL16	Anmeldung abgeschlossen		Nein			-	11.11.2025 14:06		no.mail
17629	student038	class09	Gym-G	MU	GL	GL10	GL12	GL14	GL11	0	GL10	Anmeldung abgeschlossen		Nein			-	10.11.2025 09:24		no.mail
17514	student042	class09	Gym-G	MU	GL	GL12	GL11	GL16	GL15	0	GL12	Anmeldung abgeschlossen		Nein			-	03.11.2025 16:55		no.mail
17541	student059	class09	Gym-G	MU	GL	GL09	GL13	GL10	GL17	0	GL09	Anmeldung abgeschlossen		Nein			-	04.11.2025 19:55		no.mail
17577	student060	class09	Gym-G	MU	GL	GL12	GL13	GL20	GL21	0	GL12	Anmeldung abgeschlossen		Nein			-	05.11.2025 16:34		no.mail
17527	student061	class09	Gym-G	MU	GL	GL15	GL18	GL07	GL04	0	GL15	Anmeldung abgeschlossen		Nein			-	04.11.2025 10:54		no.mail
17460	student069	class09	Gym-G	MU	GL	GL10	GL09	GL18	GL16	0	GL10	Anmeldung abgeschlossen		Nein			-	02.11.2025 13:45		no.mail
17679	student080	class09	Gym-G	MU	GL	GL12	GL11	GL16	GL15	0	GL12	Anmeldung abgeschlossen		Nein			-	11.11.2025 14:03		no.mail
	student091	class09																		no.mail
17459	student094	class09	Gym-G	MU	GL	GL10	GL09	GL18	GL16	0	GL10	Anmeldung abgeschlossen		Nein			-	02.11.2025 13:45		no.mail
17630	student122	class09	Gym-G	MU	GL	GL16	GL21	GL10	GL19	0	GL16	Anmeldung abgeschlossen		Nein			-	10.11.2025 09:29		no.mail
17594	student149	class09	Gym-G	MU	GL	GL10	GL09	GL18	GL16	0	GL10	Anmeldung abgeschlossen		Nein			-	06.11.2025 08:32		no.mail
	student168	class09																		no.mail
17529	student194	class09	Gym-G	MU	GL	GL15	GL18	GL07	GL10	0	GL15	Anmeldung abgeschlossen		Nein			-	04.11.2025 11:00		no.mail
17682	student215	class09	Gym-G	MU	GL	GL15	GL16	GL01	GL10	0	GL15	Anmeldung abgeschlossen		Nein			-	11.11.2025 14:04		no.mail
17584	student226	class09	Gym-G	MU	GL	GL10	GL16	GL04	GL13	0	GL10	Anmeldung abgeschlossen		Nein			-	05.11.2025 19:39		no.mail
17631	student248	class09	Gym-G	MU	GL	GL16	GL21	GL10	GL19	0	GL16	Anmeldung abgeschlossen		Nein			-	10.11.2025 09:30		no.mail
17512	student256	class09	Gym-G	MU	GL	GL12	GL16	GL18	GL10	0	GL12	Anmeldung abgeschlossen		Nein			-	03.11.2025 16:45		no.mail
17528	student260	class09	Gym-G	MU	GL	GL15	GL18	GL07	GL04	0	GL15	Anmeldung abgeschlossen		Nein			-	04.11.2025 10:54		no.mail
17456	student269	class09	Gym-G	MU	GL	GL12	GL19	GL21	GL17	0	GL12	Anmeldung abgeschlossen		Nein			-	02.11.2025 13:08		no.mail
17550	student024	class10	Gym-W*	BG	GL	GL06	GL15	GL11	GL19	0	GL06	Anmeldung abgeschlossen		Nein			-	05.11.2025 07:47		no.mail
17671	student047	class10	Gym-W*	BG	GL	GL14	GL19	GL15	GL17	0	GL14	Anmeldung abgeschlossen		Nein			-	11.11.2025 13:59		no.mail
17551	student048	class10	Gym-W*	BG	GL	GL09	GL21	GL17	GL11	0	GL09	Anmeldung abgeschlossen		Nein			-	05.11.2025 07:48		no.mail
17554	student063	class10	Gym-L*	MU	GL	GL03	GL16	GL07	GL04	0	GL03	Anmeldung abgeschlossen		Nein			-	05.11.2025 08:09		no.mail
17552	student078	class10	Gym-W*	BG	GL	GL12	GL01	GL08	GL14	0	GL12	Anmeldung abgeschlossen		Nein			-	05.11.2025 07:53		no.mail
17652	student106	class10	Gym-W*	BG	GL	GL07	GL04	GL16	GL10	0	GL07	Anmeldung abgeschlossen		Nein			-	10.11.2025 20:34		no.mail
17553	student131	class10	Gym-L*	BG	GL	GL12	GL01	GL08	GL14	0	GL12	Anmeldung abgeschlossen		Nein			-	05.11.2025 07:53		no.mail
17663	student134	class10	Gym-W*	BG	GL	GL09	GL19	GL21	GL15	0	GL09	Anmeldung abgeschlossen		Nein			-	11.11.2025 13:57		no.mail
17445	student178	class10	Gym-L*	BG	GL	GL07	GL03	GL10	GL08	0	GL07	Anmeldung abgeschlossen		Nein			-	01.11.2025 10:29		no.mail
17556	student198	class10	Gym-L*	BG	GL	GL16	GL19	GL12	GL10	0	GL16	Anmeldung abgeschlossen		Nein			-	05.11.2025 08:33		no.mail
17548	student201	class10	Gym-W*	BG	GL	GL11	GL02	GL08	GL18	0	GL11	Anmeldung abgeschlossen		Nein			-	05.11.2025 07:44		no.mail
17557	student203	class10	Gym-W*	MU	GL	GL06	GL02	GL11	GL18	0	GL06	Anmeldung abgeschlossen		Nein			-	05.11.2025 08:34		no.mail
17547	student217	class10	Gym-W*	BG	GL	GL05	GL09	GL10	GL03	0	GL05	Anmeldung abgeschlossen		Nein			-	05.11.2025 07:44		no.mail
17707	student234	class10	Gym-L*	BG	GL	GL19	GL20	GL14	GL01	0	GL19	Anmeldung abgeschlossen		Nein			-	13.11.2025 07:26		no.mail
17472	student239	class10	Gym-W*	BG	GL	GL09	GL19	GL15	GL06	0	GL09	Anmeldung abgeschlossen		Nein			-	03.11.2025 08:04		no.mail
17455	student245	class10	Gym-L*	BG	GL	GL06	GL11	GL12	GL18	0	GL06	Anmeldung abgeschlossen		Nein			-	02.11.2025 12:12		no.mail
17549	student273	class10	Gym-W*	BG	GL	GL16	GL07	GL13	GL01	0	GL16	Anmeldung abgeschlossen		Nein			-	05.11.2025 07:46		no.mail
17416	student274	class10	Gym-W*	MU	GL	GL13	GL09	GL16	GL10	0	GL13	Anmeldung abgeschlossen		Nein			-	30.10.2025 17:10		no.mail
17432	student026	class11	Gym-N	MU	GL	GL09	GL10	GL04	GL07	0	GL09	Anmeldung abgeschlossen		Nein			-	31.10.2025 09:36		no.mail
17668	student027	class11	Gym-N	BG	GL	GL10	GL21	GL16	GL17	0	GL10	Anmeldung abgeschlossen		Nein			-	11.11.2025 13:58		no.mail
17677	student041	class11	Gym-P	BG	GL	GL21	GL10	GL02	GL08	0	GL21	Anmeldung abgeschlossen		Nein			-	11.11.2025 14:02		no.mail
17667	student084	class11	Gym-P	BG	GL	GL10	GL21	GL16	GL17	0	GL10	Anmeldung abgeschlossen		Nein			-	11.11.2025 13:58		no.mail
17413	student117	class11	Gym-N	BG	GL	GL04	GL10	GL01	GL09	0	GL04	Anmeldung abgeschlossen		Nein			-	30.10.2025 16:47		no.mail
17393	student130	class11	Gym-N	BG	GL	GL14	GL17	GL16	GL10	0	GL14	Anmeldung abgeschlossen		Nein			-	30.10.2025 14:39		no.mail
17662	student142	class11	Gym-N	BG	GL	GL04	GL15	GL10	GL16	0	GL04	Anmeldung abgeschlossen		Nein			-	11.11.2025 13:56		no.mail
17410	student144	class11	Gym-P	BG	GL	GL09	GL10	GL04	GL07	0	GL09	Anmeldung abgeschlossen		Nein			-	30.10.2025 16:46		no.mail
17664	student167	class11	Gym-N	BG	GL	GL10	GL21	GL16	GL01	0	GL10	Anmeldung abgeschlossen		Nein			-	11.11.2025 13:57		no.mail
17415	student171	class11	Gym-N	BG	GL	GL16	GL12	GL19	GL03	0	GL16	Anmeldung abgeschlossen		Nein			-	30.10.2025 16:48		no.mail
17672	student176	class11	Gym-N	BG	GL	GL16	GL11	GL17	GL04	0	GL16	Anmeldung abgeschlossen		Nein				11.11.2025 13:59		no.mail
17407	student197	class11	Gym-P	MU	GL	GL09	GL10	GL04	GL07	0	GL09	Anmeldung abgeschlossen		Nein			-	30.10.2025 16:46		no.mail
17660	student200	class11	Gym-P	BG	GL	GL01	GL03	GL16	GL21	0	GL01	Anmeldung abgeschlossen		Nein				11.11.2025 13:55		no.mail
17412	student221	class11	Gym-N	BG	GL	GL04	GL10	GL01	GL09	0	GL04	Anmeldung abgeschlossen		Nein			-	30.10.2025 16:47		no.mail
17414	student223	class11	Gym-N	BG	GL	GL07	GL10	GL04	GL16	0	GL07	Anmeldung abgeschlossen		Nein			-	30.10.2025 16:47		no.mail
17408	student233	class11	Gym-P	BG	GL	GL09	GL10	GL04	GL07	0	GL09	Anmeldung abgeschlossen		Nein			-	30.10.2025 16:46		no.mail
17411	student240	class11	Gym-N	BG	GL	GL15	GL10	GL09	GL04	0	GL15	Anmeldung abgeschlossen		Nein			-	30.10.2025 16:46		no.mail
17390	student243	class11	Gym-N	BG	GL	GL19	GL14	GL16	GL05	0	GL19	Anmeldung abgeschlossen		Nein			-	30.10.2025 12:28		no.mail
17665	student258	class11	Gym-P	BG	GL	GL10	GL16	GL01	GL20	0	GL10	Anmeldung abgeschlossen		Nein			-	11.11.2025 13:57		no.mail
17409	student287	class11	Gym-P	MU	GL	GL09	GL10	GL04	GL07	0	GL09	Anmeldung abgeschlossen		Nein			-	30.10.2025 16:46		no.mail
17391	student028	class12	Gym-W	MU	GL	GL04	GL09	GL10	GL14	0	GL04	Anmeldung abgeschlossen		Nein			-	30.10.2025 13:31		no.mail
17704	student030	class12	Gym-W	BG	GL	GL16	GL07	GL10	GL01	0	GL16	Anmeldung abgeschlossen		Nein			-	12.11.2025 19:22		no.mail
17608	student062	class12	Gym-W	BG	GL	GL06	GL09	GL10	GL07	0	GL06	Anmeldung abgeschlossen		Nein			-	06.11.2025 12:09		no.mail
17370	student071	class12	Gym-M	BG	GL	GL20	GL12	GL16	GL18	0	GL20	Anmeldung abgeschlossen		Nein			-	30.10.2025 08:03		no.mail
17642	student076	class12	Gym-M	BG	GL	GL07	GL04	GL03	GL09	0	GL07	Anmeldung abgeschlossen		Nein			-	10.11.2025 13:42		no.mail
17377	student088	class12	Gym-W	BG	GL	GL04	GL09	GL10	GL14	0	GL04	Anmeldung abgeschlossen		Nein			-	30.10.2025 09:44		no.mail
17605	student099	class12	Gym-M	BG	GL	GL21	GL10	GL17	GL09	0	GL21	Anmeldung abgeschlossen		Nein			-	06.11.2025 11:31		no.mail
17384	student133	class12	Gym-W	BG	GL	GL06	GL09	GL10	GL07	0	GL06	Anmeldung abgeschlossen		Nein			-	30.10.2025 10:00		no.mail
17378	student137	class12	Gym-W	BG	GL	GL04	GL09	GL10	GL14	0	GL04	Anmeldung abgeschlossen		Nein			-	30.10.2025 09:44		no.mail
17371	student154	class12	Gym-W	MU	GL	GL20	GL12	GL16	GL18	0	GL20	Anmeldung abgeschlossen		Nein			-	30.10.2025 08:03		no.mail
17591	student157	class12	Gym-M	BG	GL	GL09	GL10	GL12	GL17	0	GL09	Anmeldung abgeschlossen		Nein			-	06.11.2025 07:34		no.mail
17544	student189	class12	Gym-W	BG	GL	GL04	GL08	GL10	GL09	0	GL04	Anmeldung abgeschlossen		Nein			-	05.11.2025 07:18		no.mail
17606	student192	class12	Gym-M	BG	GL	GL21	GL10	GL17	GL09	0	GL21	Anmeldung abgeschlossen		Nein			-	06.11.2025 11:31		no.mail
17586	student208	class12	Gym-M	BG	GL	GL10	GL19	GL04	GL03	0	GL10	Anmeldung abgeschlossen		Nein			-	05.11.2025 21:15		no.mail
17386	student209	class12	Gym-W	BG	GL	GL06	GL09	GL10	GL07	0	GL06	Anmeldung abgeschlossen		Nein			-	30.10.2025 10:00		no.mail
17600	student213	class12	Gym-M	BG	GL	GL14	GL12	GL20	GL19	0	GL14	Anmeldung abgeschlossen		Nein			-	06.11.2025 10:05		no.mail
17607	student227	class12	Gym-W	BG	GL	GL06	GL09	GL10	GL07	0	GL06	Anmeldung abgeschlossen		Nein			-	06.11.2025 12:08		no.mail
17452	student235	class12	Gym-M	BG	GL	GL08	GL04	GL07	GL09	0	GL08	Anmeldung abgeschlossen		Nein			-	02.11.2025 09:47		no.mail
17641	student249	class12	Gym-M	BG	GL	GL09	GL07	GL10	GL04	0	GL09	Anmeldung abgeschlossen		Nein			-	10.11.2025 13:41		no.mail
17599	student259	class12	Gym-M	BG	GL	GL02	GL03	GL11	GL19	0	GL02	Anmeldung abgeschlossen		Nein			-	06.11.2025 10:04		no.mail
17379	student261	class12	Gym-W	BG	GL	GL04	GL09	GL10	GL14	0	GL04	Anmeldung abgeschlossen		Nein			-	30.10.2025 09:44		no.mail
17598	student266	class12	Gym-M	BG	GL	GL02	GL03	GL11	GL19	0	GL02	Anmeldung abgeschlossen		Nein			-	06.11.2025 10:04		no.mail
17385	student268	class12	Gym-W	BG	GL	GL06	GL09	GL10	GL07	0	GL06	Anmeldung abgeschlossen		Nein			-	30.10.2025 10:00		no.mail
17574	student031	class13	Gym-P**	MU	GL	GL12	GL20	GL19	GL21	0	GL12	Anmeldung abgeschlossen		Nein			-	05.11.2025 15:59		no.mail
17610	student056	class13	Gym-P**	MU	GL	GL09	GL16	GL10	GL13	0	GL09	Anmeldung abgeschlossen		Nein			-	06.11.2025 12:47		no.mail
17609	student057	class13	Gym-N**	BG	GL	GL09	GL16	GL10	GL13	0	GL09	Anmeldung abgeschlossen		Nein			-	06.11.2025 12:46		no.mail
17453	student058	class13	Gym-P**	MU	GL	GL06	GL01	GL20	GL03	0	GL06	Anmeldung abgeschlossen		Nein			-	02.11.2025 10:27		no.mail
	student068	class13																		no.mail
17596	student111	class13	Gym-P**	MU	GL	GL15	GL07	GL18	GL04	0	GL15	Anmeldung abgeschlossen		Nein			-	06.11.2025 09:06		no.mail
17387	student135	class13	Gym-N**	BG	GL	GL18	GL21	GL10	GL16	0	GL18	Anmeldung abgeschlossen		Nein			-	30.10.2025 11:09		no.mail
17648	student141	class13	Gym-N**	MU	GL	GL02	GL04	GL11	GL01	0	GL02	Anmeldung abgeschlossen		Nein			-	10.11.2025 15:09		no.mail
17673	student181	class13	Gym-N**	BG	GL	GL16	GL04	GL10	GL21	0	GL16	Anmeldung abgeschlossen		Nein			-	11.11.2025 13:59		no.mail
17537	student236	class13	Gym-N**	BG	GL	GL16	GL10	GL11	GL12	0	GL16	Anmeldung abgeschlossen		Nein			-	04.11.2025 11:34		no.mail
17535	student246	class13	Gym-N**	BG	GL	GL04	GL16	GL21	GL17	0	GL04	Anmeldung abgeschlossen		Nein			-	04.11.2025 11:24		no.mail
17536	student254	class13	Gym-N**	BG	GL	GL04	GL16	GL21	GL17	0	GL04	Anmeldung abgeschlossen		Nein			-	04.11.2025 11:24		no.mail
17699	student270	class13	Gym-N**	BG	GL	GL06	GL17	GL07	GL03	0	GL06	Anmeldung abgeschlossen		Nein			-	12.11.2025 13:38		no.mail
17698	student271	class13	Gym-N**	BG	GL	GL04	GL16	GL10	GL21	0	GL04	Anmeldung abgeschlossen		Nein			-	12.11.2025 12:05		no.mail
